path	issue	family	current_name	role	kind	subject	detail	sheet	cell	of	grid	sheet_objects_in_reading_order
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-111327	sheet	prop	black spaceship component silhouettes set		raw/grimdark-painted-sci-fi-semi-realistic__20260918-111327.png			3x3	engine nozzle connector | gripper arm device | simple arch handle | double arch handle | small ribbed arch | rounded rectangular panel | long dotted vent panel | diagonal cross hatch panel | vertical grilled radiator block
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-111411	sheet	icon	black sci-fi interface icon set		raw/grimdark-painted-sci-fi-semi-realistic__20260918-111411.png			3x3	barred container silhouette | octagonal ring module | flared tower silhouette | winged tower emitter | side-podded module | chevron-striped canister | double arrow marker | crosshair target reticle | dish antenna signal
raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-111450	sheet	icon	black sci fi interface icons		raw/grimdark-painted-sci-fi-semi-realistic__20260918-111450.png			3x3	double window panels | launching pad | crossed frame | robotic arm | claw hook | hopper funnel | hangar fighters | thruster exhaust | battery cells
raw/grimdark-painted-sci-fi-semi-realistic__20260918-113357.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-113357	sheet	icon	black sci-fi ui icon set		raw/grimdark-painted-sci-fi-semi-realistic__20260918-113357.png			2x2	book manual icon | shield emblem icon | power button icon
raw/grimdark-painted-sci-fi-semi-realistic__20260918-123214.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-123214	sheet	icon	black line game ui icons		raw/grimdark-painted-sci-fi-semi-realistic__20260918-123214.png			2x2	plus magnifier icon | minus magnifier icon | hexagon vertical bar | shield divider icon
raw/grimdark-painted-sci-fi-semi-realistic__20260918-133035.png	slug	unknown	grimdark-painted-sci-fi-semi-realistic__20260918-133035	sheet	icon	black sci-fi icon set		raw/grimdark-painted-sci-fi-semi-realistic__20260918-133035.png			2x2	zoom in icon | zoom out icon | hexagon info icon | shield icon
raw/logo-vajb-orbit-the-word-vajb-orbit-as.png	slug	unknown	logo-vajb-orbit-the-word-vajb-orbit-as	sheet	logo	vajb orbit game logo		raw/logo-vajb-orbit-the-word-vajb-orbit-as.png			1x1	vajb orbit wordmark
raw/mining-base-structure-a-station-scale-i.png	slug	unknown	mining-base-structure-a-station-scale-i	sheet	station	industrial mining space station		raw/mining-base-structure-a-station-scale-i.png			1x1	central mining station
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png	slug	unknown	same-2x2-rotation-sheet-of-the-same-enem__20260918-112624	sheet	ship	enemy ship rotation views		raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112624.png			2x2	ship rear view | ship angled rear view | ship side view | ship forward view
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png	slug	unknown	same-2x2-rotation-sheet-of-the-same-enem__20260918-112721	sheet	ship	enemy ship rotation views		raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112721.png			2x2	ship rear view | ship angled view | ship side view | ship bottom view
raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png	slug	unknown	same-2x2-rotation-sheet-of-the-same-enem__20260918-112813	sheet	ship	enemy ship rotation views		raw/same-2x2-rotation-sheet-of-the-same-enem__20260918-112813.png			2x2	rear view enemy ship | angled side enemy ship | side view enemy ship | front view enemy ship
raw/seamless-repeating-pattern-wallpaper-tex.png	slug	unknown	seamless-repeating-pattern-wallpaper-tex	sheet	backdrop	seamless starfield space background		raw/seamless-repeating-pattern-wallpaper-tex.png			1x1	starfield background
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111724.png	slug	unknown	sector-backdrop-plate-a-wide-16-9-cinem__20260918-111724	sheet	backdrop	dark space station backdrop plate		raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111724.png			1x1	space station frame
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111829.png	slug	unknown	sector-backdrop-plate-a-wide-16-9-cinem__20260918-111829	sheet	backdrop	deep space asteroid field backdrop		raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111829.png			1x1	asteroid field debris
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111927.png	slug	unknown	sector-backdrop-plate-a-wide-16-9-cinem__20260918-111927	sheet	backdrop	dark space nebula backdrop plate		raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-111927.png			1x1	dark nebula cloud
raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-112053.png	slug	unknown	sector-backdrop-plate-a-wide-16-9-cinem__20260918-112053	sheet	backdrop	dark space debris wreckage backdrop		raw/sector-backdrop-plate-a-wide-16-9-cinem__20260918-112053.png			1x1	space debris wreckage
raw/single-small-energy-ring-burnt-ember-c__20260917-183628.png	slug	unknown	single-small-energy-ring-burnt-ember-c__20260917-183628	sheet	gate	burnt ember energy ring		raw/single-small-energy-ring-burnt-ember-c__20260917-183628.png			1x1	burnt ember energy ring
raw/single-small-energy-ring-burnt-ember-c__20260917-184216.png	slug	unknown	single-small-energy-ring-burnt-ember-c__20260917-184216	sheet	fx	burnt ember energy ring		raw/single-small-energy-ring-burnt-ember-c__20260917-184216.png			1x1	burnt ember energy ring
raw/ui-bar-caps-and-ui-minimap-bezel-one-pa__keyed.png	slug	unknown	ui-bar-caps-and-ui-minimap-bezel-one-pa__keyed	sheet-keyed	ui_frame	ui bar caps and minimap bezel		raw/ui-bar-caps-and-ui-minimap-bezel-one-pa__keyed.png				angled bar cap | angled bar cap | riveted minimap bezel
raw/ui-button-plate-a-square-panel-with-fou.png	slug	unknown	ui-button-plate-a-square-panel-with-fou	sheet	ui_button	metal button plates four variants		raw/ui-button-plate-a-square-panel-with-fou.png			2x2	beveled plate dark gray | beveled plate rust tinge | flat plate dark gray | beveled plate plain dark
raw/ui-button-plate-a-square-panel-with-fou__keyed.png	slug	unknown	ui-button-plate-a-square-panel-with-fou__keyed	sheet-keyed	ui_frame	dark metal button plates		raw/ui-button-plate-a-square-panel-with-fou__keyed.png				beveled studded plate | rusted studded plate | beveled studded plate | flat studded plate
raw/f1_ice_moon.png	phase-prefix	unknown	f1_ice_moon	sheet	moon	single icy cratered moon		raw/f1_ice_moon.png			1x1	cratered icy moon
raw/f1_panel_frame.png	phase-prefix	unknown	f1_panel_frame	sheet	ui_frame	riveted metal square panel frame		raw/f1_panel_frame.png			1x1	riveted metal panel frame
raw/f1_panel_frame__keyed.png	phase-prefix	unknown	f1_panel_frame__keyed	sheet-keyed	ui_frame	metal square ui panel frame		raw/f1_panel_frame__keyed.png				metal square panel frame
raw/p2_contracts.png	phase-prefix	unknown	p2_contracts	sheet	icon	black ui contract icons		raw/p2_contracts.png			2x3	cargo cart | target crosshair | hanging crate | download tray | upload arrow
raw/p2_faction_insignia.png	phase-prefix	unknown	p2_faction_insignia	sheet	logo	weathered metal faction insignia set		raw/p2_faction_insignia.png			2x2	three slat insignia | split hex insignia | flame leaf insignia
